author,authorId
Carrie Ryan,827bf3a9-6c4e-480a-b0b2-27cf52f6cb8a
Eleanor Catton,03b64fa4-300e-42fa-9625-36d6fd0117b7
Chip Heath,4ff3edc3-9334-4062-a8a6-8954fffd7dfc
 Dan Heath,8f768d30-e750-4610-98a9-f57112e3e550
Piers Paul Read,5949c03b-a7d9-436a-897c-b7ede97a5773
Joyce Meyer,d6d6c6f8-464b-45f3-938b-6994f594cae4
أثير عبدالله النشمي,f5254f67-a80c-41c5-a28b-f2ff4a0ce70a
Richard Castle,a654f8c1-eb71-481f-801d-666e6b946d45
Amazon,11b47263-2582-4328-b2ee-8301bf77d914
Iain Banks,6de61b14-5378-48f4-b2c5-554134d6dcaa
Marisha Pessl,a6ffbc35-726a-4ed4-a585-9186cec1fe0e
Rob Lowe,2cd08691-461b-4e7f-a2e3-4a254cf41678
Kevin Kwan,e770a62d-f2dd-4527-98ca-3c6712f2f350
Robert Dugoni,64161c79-bef9-458f-bc12-d432af11cc24
Mike Mignola,da5728a7-ba37-4897-ab59-f9bf05a85a1d
 John Byrne,1e83b276-ae1e-4f36-8209-b63839db2036
 Francine du Plessix Gray,e903b1c4-bab0-4318-817d-a67b91ef01f1
 Joachim Neugroschel,699d2236-a3dc-49d1-b8fb-4714256d6783
Shirley Jackson,f3db69bf-4f7b-4b63-9a94-7cea7a0e60dc
 Laura   Miller,131ebd97-af0f-47c2-9299-c6b449219559
Dodie Smith,02cb83de-61ec-4e79-9d60-6c9ca6cd2a93
John Jakes,338da083-ac6c-4d7e-bfee-f7a84c28a587
Marcus Aurelius,158b43d3-2d0e-4064-8539-305472c38286
 Martin Hammond,364254a4-b974-4254-a7de-7c79b0319609
 Diskin Clay,370c92e0-34f9-4250-9301-5f9ac4b081cf
Dave Barry,6a24ebb2-90eb-447b-84c6-c1dfd4311c68
 Ridley Pearson,d1eb65c1-5b7d-4ae0-b68d-c9e746b64c7a
 Greg Call,f28ffbcb-e609-4e4a-8d50-74f60de4dc57
A.S. Byatt,d4f1bbc2-752e-4024-af90-352cda882953
Sigmund Freud,cf3da771-9707-4b1f-99e5-a09f9ba26667
Peter Straub,d264987f-02fb-40e7-a574-4f92e69b2200
Mary Karr,833b9084-63eb-4dc3-b76c-219cf66d058a
Raine Miller,a5c1c536-e3d6-4b38-989a-f5760f291fdc
Jeff VanderMeer,f1fe3a8b-4174-465d-9e2a-8b8f7eb6466b
 Leonard Mlodinow,be0ad745-1c2a-444a-a76c-8a577e5b5ef0
Reza Aslan,29937c40-fed6-4e73-a4ad-057b827db0e6
Jan-Philipp Sendker,fc2c96f8-856b-49b2-bb67-9382c509954c
 Kevin Wiliarty,1eb715fc-5c33-4abf-a23f-fa9ada32d9b2
Iain M. Banks,46057de4-3d75-412a-bd5a-40a3e88ca660
David J. Schwartz,c253670e-edf6-4ce1-86aa-b4de43d59a73
Carlo Collodi,11b7caf7-e99c-42dc-81e7-bf850a54c095
 John Boyne,d1b9d68a-2bd6-4159-8378-4951db5167ad
 Monteiro Lobato,a530566b-fa42-4882-addb-19d8704dba99
 Unknown,8fe5f147-fd92-40d7-b58d-61c3b39d2148
Robin LaFevers,17d1b7f3-b9af-48e8-b6c6-a79c88e81fcc
Stormie Omartian,f5a7d68c-82ff-42ea-9161-34e1fad44c59
Henry Miller,5354df42-9f1e-4d8e-aee4-c0cc2895fabc
Brian Sibley,138c6633-62fc-45c5-a1ec-0b89cc9fa5bc
Alice Hoffman,0b9f2cd4-332d-44c2-ba6b-4f96fec6b896
John Howard Griffin,9b92ffce-9384-4da7-9971-58d30ad40e23
Jonathan Kellerman,78fda315-a47b-4100-9cad-2ad81c2c5468
Robert James Waller,74035efc-cca9-4247-9493-252d4f50099c
Mark Bittman,0527a5d5-4706-44ae-aff3-7657abc63b01
Wassily Kandinsky,c062cedd-91f8-4632-915d-e74f396a8cb4
Winston Groom,0973a7dd-0bf2-4447-a08c-e33e161f432e
 Justin O'Brien,081f45b3-bde6-47ce-a88b-e86210edac8f
 Carolyn G. Heilbrun,7371829f-a830-4fa4-886c-771489730d0c
Italo Calvino,38de4eb5-9bff-4b70-9ccd-d93e0f5829cb
Patricia MacLachlan,f12cd440-89c5-4489-b238-09c622bb6283
يوسف زيدان,f0853ab2-6112-4f47-9bb8-0eb5abcb10f9
 Ian Falconer,839bd00f-fe06-43a3-87f4-e45e3c76c29d
Brené Brown,63fc5ca6-7fca-4ae2-98e8-7a67f30b4639
Eben Alexander,4e5961fd-adcf-4ece-9c0a-8ac7bbb170b7
A.J. Jacobs,4484ca93-ac2f-467f-914a-955399ee9ca9
Katherine Dunn,104a555e-e1cf-4cf5-b482-b7c974971d62
 Dudley Fitts,360e79a1-92d7-4d7d-b0f7-237df9481ac2
 Elena Bono,4c097880-936f-4cea-95b5-731e81c1e561
Robert Penn Warren,28f38fe7-fa64-4918-b0d2-56aca7088f9d
Vince Flynn,e4e5aca5-07e9-45a7-a529-3a3bef3695e4
Hannah Kent,adc662a8-ec2f-4e92-9fa4-02a76df27a2a
Peter Mayle,12a63175-2a71-4ce0-9967-b57e8192af56
 Bagram Ibatoulline,6d126e1c-c40d-4fc9-a7c8-87fb83931e91
Martin Cruz Smith,db3853d2-48e9-4e03-b3be-8d0757a17a5f
Tara Conklin,7126b62d-d05e-4d53-9117-33c4f66ea758
Karen Hesse,a37a4963-cd36-4dc6-80fc-f1574a487ba7
Elizabeth Wein,bf0909ae-c0ad-4072-a0ef-9a15054abed2
 N.K. Sandars,e067e33c-5235-4185-b5a0-0ae004f8e473
Anna Godbersen,bc7e5923-acbd-41b9-bd60-1339c8614712
Philip Roth,f68d17f9-2688-40de-a10f-3cf6a684cd59
Gena Showalter,74941aa7-db5c-42ed-9f43-9117397c41c6
Elizabeth Berg,ff4b5fff-0777-42cf-b052-2749f1a450d3
Yoshiki Nakamura,f27d0952-2be6-466b-88a4-023638e786ed
Paolo Bacigalupi,0613aaf6-7c91-46b1-bf10-1c249a8718ad
 Richard Allen Cave,93b431ae-621c-49f8-a923-d6d20319afb8
Ilona Andrews,23817c57-f7f8-41ef-b9ab-c5953643410c
Irène Némirovsky,25cdb183-272a-49ec-a02f-ec99383fa89b
 Sandra Smith,a1857641-f433-415b-83a5-235776f855b2
Vincent van Gogh,777b7f48-b3e1-4961-857b-383b4f53f112
 Ronald de Leeuw,e8e5ed8d-cdac-4bad-a5ec-945c15510ffc
 Mark Roskill,45e0650e-c57c-4d84-a41b-926c195fc906
 Arnold J. Pomerans,41a07235-7472-450d-9618-515868c783c7
Grant Morrison,27e82d7f-a10e-43fb-b7e0-ad9d308827a2
Hillary Jordan,cf0dea8f-b490-491f-b5eb-48578284ff85
Mark Bowden,b24801da-3788-4e9b-aea7-cd64ac7a7228
V.E. Schwab,b9918206-afa2-4c40-b9f7-e811e311764b
 Victoria Schwab,246949a8-8288-4709-8ebf-df82597dd06c
David Grann,0bbfdf80-6ecd-4405-9a68-da356dadabb4
Trudi Canavan,c74e35df-8f55-4a06-ab37-dd3c60995808
Patricia McCormick,f60fabf3-186d-40ad-b315-e9b05a113799
Jane Smiley,fd54fb58-1e23-4f1c-a26e-646066ba5c00
Lloyd Alexander,66c4459d-8062-4a2f-8051-df70be80b206
Ian Falconer,14dd439f-2c6c-4107-97a4-cc87d090cb12
Kent Haruf,403e89c6-8f5e-4ade-b388-c0d30ca81387
Daniel Clowes,75f26ef5-749b-43e3-ba6e-55f14da6b0ed
Ivan Turgenev,6fc7fdeb-3874-4c70-bd5a-770ac2aa5ae0
 George Reavy,3e770117-3695-4415-b134-0501b83ba506
 Jane Costlow,656ef25c-55e1-46f9-b3c7-6dca6cc1572d
Eliyahu M. Goldratt,728a8339-b897-41ad-b4e4-559914d4b4f8
 Jeff Cox,8df2c9fb-4a7a-417c-b2c3-a90ed1663dd1
Claudia Gray,fe941a13-3c8b-42d4-89fb-6cc00ebda463
Ashlee Vance,81627b38-b435-446f-a6bf-4805a536c88b
Mark Waid,f729ff19-5ce2-40e1-85cf-cca2081725ed
 Alex Ross,fb9d3bfb-2143-4566-90c9-8a8ca1476337
 Elliot S. Maggin,398443dd-562a-49f6-982c-7f60a1c3d1bc
Henri Charrière,b55cefa7-4f49-4402-93d8-ae42ad4ef09b
Chris Colfer,dcd18ed3-cb85-4098-ab25-1dbc446916df
 Brandon Dorman,c2075c7c-c4bd-4c4c-bd4c-6a493663c9a4
David Ebershoff,6ee5d997-cf57-49fc-ad70-3460be339df7
Walter Dean Myers,529deeb8-2751-4d95-b783-3d9480d19d2b
Kevin Hearne,6b6a5a8f-7368-44c7-928f-d4c8a3f3a721
Kim Stanley Robinson,44e0a0bf-66a2-4ec9-8b73-90fd4f712467
 Elaine Hedges,5bc1b84b-ab3a-4da7-a23b-083b01fc0554
Heidi Murkoff,e2623f02-5d6e-44ed-beb4-fc9d07362195
 Arlene Eisenberg,348c4834-467a-4162-a03c-a35c7647a7cf
 Sandee Hathaway,258b1942-5745-41be-8f2f-34d4e30c3a19
Peter Thiel,c8e5902b-05f5-4c63-9717-1e8c4304c50a
 Blake  Masters,cd29453a-fc3c-423e-ad85-ea47f3d6d890
 Katharine Kroeber Wiley,99e350d3-90fa-4d52-9256-e7d8e0cf5557
Jim Gaffigan,ee5e53a5-7cd6-47d9-b9ec-3d0cc0a18026
Ron Chernow,089ff5e6-03e9-4cd9-a6d6-c3ec4238dc1c
 Various,f31c72d4-6d76-406f-96f1-f842372f8ccc
Nikolai Gogol,910fe3fb-211d-40eb-99cd-0919775c39e1
 Robert A. Maguire,63171daf-68d9-453f-9f4c-49c17b5d0f68
Elle Kennedy,074fab9f-5a68-4e28-85e0-4932fab45b73
Arlene Mosel,0cbdc7ad-ae67-4840-9e95-633bacd8d13d
 Blair Lent,c7a67a83-b009-4937-bd5a-00d7314577af
Tina Reber,715ca26a-e4fc-4f15-b2b1-a4b1da508be6
Penelope Douglas,4839d7e8-0cc0-4d22-8088-1606cd59ae98
Alison Weir,c82d6918-4538-4379-96d1-bc3dcc9d39c6
Yevgeny Zamyatin,93c64401-d064-4ebb-b483-8baedc6ad137
 Clarence Brown,7a2e9925-ab0a-4df7-a57b-0848a4712e2a
Alan Paton,132c836a-bfda-42a4-9053-675f8999a9ee
Brian Froud,3847014c-8dc4-409e-b439-aa5e0f645193
 Alan Lee,80de075c-0d6e-4010-a8f5-86984059607d
Aprilynne Pike,5148e62e-451e-4492-9abf-6537e1d20247
Cecily von Ziegesar,f6f6f0c8-0a60-4dd2-b0d1-e9988bbb9077
Yuval Noah Harari,ffd30a8c-48e7-4760-8ae0-06bb8dec5a8b
 Johnny Kansas,962cfb41-5456-41cf-a016-b9f16708dcac
 Stephanie Stehling,1c2e7d32-65e2-4e28-b98a-123a6295b7bf
 Heather McDonald,e6e71f19-1963-421a-9026-06eb0b8ecb79
 Roy Handler,37d22361-dd63-4772-84e7-9d799a1cc5d6
 Brad Wollack,5ddb6d65-722e-4e5a-bbd1-08384a6ad1f1
 Amber Mazzola,c0e26976-d538-4dcf-b2df-ba4808849198
 Josh Wolf,046012f8-32d3-4aed-a34e-bc307a2a6058
 Shoshanna Handler,3d403326-d4c1-4647-8ddc-1966c2fe3a9e
 Eva Magdalenski,36356044-f0bb-4fc4-8c38-30342e5d4477
 Amy Meyer,1ab733d0-b54f-459a-a986-53d8892ef1b0
 Glen Handler,cf35a647-e1b5-48c5-8295-9224ffbe064a
 Dave Mallow,abdfd677-7133-4169-bdcb-2db1164deb47
 Sarah Colonna,a8f38496-1cd8-44bb-9c91-69fd8c285c18
M. Leighton,9b6efcd5-b3b9-4ba4-b4ca-6caf80063396
Henning Mankell,4a37da64-161d-4547-a829-ebaeaf48060b
 Steven T. Murray,688e8d9b-f453-42bb-bc3f-2f719768a0d6
 Keith David,35f4f1b1-68d1-4ff2-bd86-3c43c8dfa1c4
 Anthony Heald,9a0e22ce-79be-41ea-9169-6a7ae7f2e6a7
Shari Lapena,52f61dfe-2422-40ec-a4be-676491b95d06
Ann Leckie,6ac880c6-4959-40bb-8156-0f834378ffee
 Jerry I. Porras,8d7b01e8-7d72-4952-a244-f1313282ccfe
Allen Eskens,5b16363f-7476-40a7-8edd-8e06005b2753
Eric Wilson,673eba1b-73a5-4e9e-9695-34c924b11cf0
Jack Higgins,44d5358b-f59f-4b14-aa79-8265ae630351
David Wong,78bb0e3f-3718-4f5c-b573-a50121920827
 Ann Druyan,8e138ac1-b0e8-4643-af02-3ca0d032a437
Lucy Christopher,1f7b5e76-07d2-481c-b8a4-774877e98b2b
Stanisław Lem,8a801f30-4cf3-4a33-8621-7ab08194427b
Elizabeth Wurtzel,946f8306-ff5d-42a5-a02f-f1b7fa6475fb
Daniel J. Levitin,19c6776c-d2fe-482f-a751-b0626d1eb35d
Julia Quinn,eaa59e2c-1e95-4d8d-ada8-8412e00e187d
Lorraine Hansberry,83ace5b6-1e39-4e37-8151-e62d6b44fbed
Richard K. Morgan,7d479a5c-f2de-4bd8-a5eb-7e41a5c6dbf0
A.J. Banner,991f2b49-f547-4792-8c2d-a55863fe531c
Jean-Dominique Bauby,a31f100e-f5ef-469d-9665-b92acb0052a4
 Jeremy Leggatt,5e538d82-2b45-44e2-86db-739d7a8f9556
Chevy Stevens,58d25424-61a9-4d28-b463-89e9349f4d0f
Charles C. Mann,d20ba19c-3006-4ef3-9e73-9e5bc70541bf
Kay Redfield Jamison,cbb4bbc9-754b-4344-9e5d-535276a78869
Sarah  Young,508ff82e-06af-4938-ba7c-cbd28f5a1c1f
Edward Albee,e720e009-d42f-4894-b502-c1d3668c94fd
Andrzej Sapkowski,4142d463-f8c6-4a09-ac91-87759cd37ceb
Jacqueline Carey,a519b48f-f6de-4b2f-9e26-73f82d31c491
Eric Metaxas,043365f6-eec4-42da-850f-c01f0f7169a1
A.W. Tozer,bca8fa13-cdf4-4b33-9474-8ccb74b69e41
Jacqueline Winspear,dada03f3-efa3-4aa9-9902-e9a0f1ab9e07
Dot Hutchison,1b0b0c6e-cdfd-44d4-8cb4-b84a375eb23b
R.K. Lilley,1bccfe7e-b2ea-4dc1-b2d3-480865be5245
Alexandra Adornetto,6a606bfb-ba37-49b2-b563-9f49a24dfccc
Kiran Desai,0eccc41c-e4fb-4add-84d2-b6857ed06c77
Johann Wolfgang von Goethe,f30e51c9-1bba-46b3-aece-3d41c6484f1b
 Burton Pike,33649b3f-4ed4-4cc4-bc5a-e0285f1173aa
Alexandra Fuller,6ba55b0c-b546-4dfa-8300-b490bde203a4
Robin McKinley,7893d201-0848-46d3-a56b-8fee8dcf726c
 Mark Zug,08c5d4d1-bb5f-44c1-8cc9-78290696e172
سعود السنعوسي,304b94ad-ab03-472b-837d-e8593d1342ff
 Saud Alsanousi,cd1f198c-5c46-4701-9b8a-d2c120d227dd
Rae Carson,592f7c55-afb8-498f-bf34-3a5875be57d5
Ann Aguirre,7bb78a69-0b71-4790-8bc5-c5669b5a7849
Dava Sobel,5f205483-f4c7-4674-9f76-a63f28b0052e
 Neil Armstrong,843338bf-23ca-4b9b-883d-b8c23db8426c
 Peter Salm,77b5734c-3f9a-412a-ae62-1fa4fffa3260
James W. Loewen,619a4af2-80e8-4708-8440-17640f0653d6
 Gabriel Rodríguez,cb4566a7-6c96-4dee-b76b-0717d6cd887e
Alexandra Ripley,f9c27daa-f9b1-4cb4-bce4-e5f7039b9269
Blaine Harden,6d8f4eb2-e573-4abe-b743-3bdb2146b655
Sarah Thornton,bc2590d2-a904-4055-99cc-0976002864af
Dave Ramsey,3bf13bec-21fc-478c-816d-497e94c3d40c
Richard Atwater,8232a3fe-b556-4157-b1be-973b68b5829b
 Florence Atwater,8175a694-e779-4144-b9a9-d1bba1f7275e
 Fred Marcellino,0949f6f5-d20a-42ab-bf09-70d0d2ca69c2
George Saunders,27a2ba4c-195b-4a14-a7c1-890585e5696a
Thomas J. Stanley,d4bb0646-15b5-4bf3-8d80-8b91f5623095
 William D. Danko,cf48035f-77a9-4243-a191-5a8811060b3e
Bob Dylan,9c0d92e7-4111-49f5-a3c2-7699198af6ed
George Selden,3d3b22f0-5942-4e4c-a938-622ba1b9f084
Patrick Lencioni,af9e4973-c823-4e60-b04b-7062e1fdafbd
 Oliver  Harris,7c187ee4-d889-47ad-a9a9-16ce0ef15cbc
 Allen Ginsberg,c465d513-2702-43f6-bc40-726cecf07a5c
Roger Fisher,e958d577-7156-44d7-81fb-4f050fdfd8e2
 William Ury,cc6482ee-638a-4886-b63a-789eb24a9bdd
 Bruce Patton,5a7fd231-53de-48a1-b706-86ad10760d60
Kerry Lonsdale,7dcf9783-58ee-4b0b-9738-ae3e22f31fb0
Samantha Towle,40f76e81-e49d-49fe-8dbc-a40b6e27b6ee
Madeline Miller,0e719709-683d-4723-8338-24932dc186c5
Amy Schumer,911fefe0-5d5a-41ba-bb05-d8954487d4d4
Krishna-Dwaipayana Vyasa,7b20df7e-9162-4430-be55-29d7ca7abe36
 Simon Brodbeck,6646c517-0a3e-4265-88aa-542298d89a21
 Juan Mascaró,83f9b424-dd32-41f5-8b8b-d078494eaacb
Paul Auster,cc03b9d4-b1b6-4166-a31c-34a3db9ecab1
 Art Spiegelman,240652df-01cd-4483-8784-8c5f96996ffc
Pam Muñoz Ryan,49e97e2c-ed0f-42e3-8e4e-b4525180c500
Candace Bushnell,513a6879-e1fb-49f7-9af2-b69e2f414083
 R.J. Hollingdale,35f16c7b-76e4-40dd-81c2-57c8fb4b0ab9
 Michael Tanner,21ab2301-bf44-4728-bd64-846232a2566c
Dave Cullen,b1efadaa-27a7-4f70-b4fa-b74e2b627004
Laila Ibrahim,2b0650d7-0ace-4127-9aaa-6e8da08456d0
Mark Owen,11691cc3-a18c-4791-beb9-6cdf63b9833d
 Kevin Maurer,e2d045e6-fdb1-4e5d-9c71-a9fbb57f4d1b
Laura Moriarty,19cab18d-2458-468e-9219-71d6375e778a
 Matt Wagner,62bc8064-be98-466c-8f98-f88dda681a3e
 George Pratt,a3656a7e-c5e5-4d69-a2dd-1a58967abc3b
 Dick Giordano,17607bc1-5ba1-45f8-ae11-116f99e2f531
 P. Craig Russell,3e77fc09-2129-4951-9bae-1832058de5f3
 Harlan Ellison,1de82bed-862f-4cec-87e3-4950e335bf80
Clare Mackintosh,d1f2c259-a384-47ba-a316-851d6f26867d
H.G. Bissinger,f0780ad3-fc82-44cd-ba4c-45af41a4c657
David Sheff,5364bf4e-8b12-43ff-9491-33b3f7985574
Ovid,c478053f-5334-40ca-822a-7ccb47df83d1
 David Raeburn,d4346dc5-81db-4741-8341-520ff0e45596
 Denis Feeney,50d740fb-bc2a-4e0e-ae42-f3a6b3e7cdcf
Julia Alvarez,cffa9426-53d2-4137-8a77-ea86936bd2cd
Robert Morgan,96e468d3-6bf0-4506-b1f5-791f965d554d
Bo Hampton,41e7b19b-0cdb-438d-9624-d1c15f30aeff
 Tracey Hampton,cdc72665-e527-4b15-80d7-6aa8285ebb9e
 Washington Irving,c7802e42-e19a-4217-aed9-2507d572d335
Jen Lancaster,81ebe6a8-2752-4b16-9f66-8c744a00b8b9
Wallace Stegner,22dc7b63-f4ca-4967-9231-1507acdc148b
John le Carré,c56179da-1b44-42d4-9c92-abb25560e7b6
Elin Hilderbrand,cda988e4-1f51-4511-a440-2d0db2e8e3b3
Tad Williams,16a72896-c70c-40ac-97f6-ccc4faed4c0e
Jan Karon,ec6d9ade-62c7-47d4-899a-932aebd5ae47
Tony Hsieh,b930b83d-db0b-44a4-a60e-c9d2f413f44e
Erika Johansen,cb4a057e-21cd-4746-8f2a-8ebc3d859ffe
Gordon Korman,743074e0-aab8-4ace-a708-5fa47fad37e3
Holly Black,5167f73e-0939-4277-ad40-2ba47785c98f
 Tarryn Fisher,07af7c1b-33ec-4af2-8860-975af83c946c
Elizabeth Haynes,b35a5c11-27fc-43dd-9e3a-c9adba9fc1aa
Richard Lancelyn Green,485ee36d-36e3-4093-9153-0ee31cdd32a0
 Ronald Knox,491af161-e180-45e5-b43f-386b4b9af078
 Julian Symons,606575c8-5291-4d28-ab7d-d82ae903b198
James Rollins,b2298485-2e25-45f6-a787-4cc7d56bda99
 Oliver Stallybrass,46ccef95-a637-4494-b867-adecca3850aa
 Pankaj Mishra,af4f0f89-2f36-410a-b110-933fd9060326
Rachel Hartman,b470d0c8-7395-4e89-908b-1898563c1bd5
Erich Segal,32731e5d-9522-46ef-b3ab-af37d3b33c80
Kevin Henkes,21fedef7-c3f4-4eca-8e95-7cf308807306
Wendy Higgins,b65d5da8-1a34-4aea-b8de-d652fb5b764c
Herman Wouk,95ac4af7-2001-4109-a3d5-561c1b41b90a
Bernard Cornwell,92f67a4a-ad92-41e5-92e6-3a64ffd2cf8b
Michael E. Gerber,deea77e5-543d-4e8d-a250-e82ae37c4f00
James Howe,09d150bd-03cd-4711-aebf-8f7d5f755030
 Deborah Howe,a950b109-3f5d-4e22-9748-cb88b8371e49
 Alan Daniel,0a809119-a113-474f-99d5-c0a7eef51c57
Jussi Adler-Olsen,8ad62506-1370-4d58-af16-13d82af0de17
 Lisa Hartford,853125a8-dfda-4b97-8a93-112511232fe8
John Connolly,4f7aa092-69c2-47d7-abd0-06ffeb76d227
Bill Clinton,04132999-4ec7-4a77-9233-2560bc3d9979
Linda Sue Park,0cb31966-eb60-4e68-b21f-aeecb953a425
Nobuhiro Watsuki,0c21984b-f256-4946-b960-317de01a4aa0
 Kenichiro Yagi,34064d7e-4c4d-4489-bef3-cfaaa5e0a33c
Miranda Kenneally,18a7fc1a-4085-4d9b-a6a5-d78bc5dcd5b1
Joe Simpson,fc5346f1-a751-4f89-9e74-6ff423050dc7
Simms Taback,cb3ad5d9-71f3-4298-a87c-d1227d7b2882
Dan Millman,06a08e2c-b362-40de-b8b7-32dbcc853043
Barbara Demick,1f94adcd-9129-4929-8397-2970979539fd
Jack Welch,5fa70941-37c8-4504-a604-ea2950649050
 Suzy Welch,709b67c7-1b17-43d7-9c75-c832d7603f71
Gail McHugh,ddeff9cf-7ae5-422f-83b4-53bbc2b25b42
Jonah Lehrer,3b9ed7a5-d3bd-47ad-aec1-c5d9e4f18973
Laurie R. King,aa8a5184-d4ea-4282-ad42-2690e5f46a7d
Jean de Brunhoff,8a4b0965-93f4-4912-8768-648fcc426fea
 Merle S. Haas,c52e09b5-c5ce-41a2-b1d0-240d15bc2338
Tom Rachman,832cd321-135c-49ce-87f0-67444d3565c9
Katja Millay,f05faebd-4f24-4afe-8777-1e91ec018342
Jenny Downham,c8d3d8ed-8575-4c6c-bdb1-4add70d778fd
 Simone Beck,4f5f868b-0b9c-41bc-b1a0-1401a2ea4e38
 Louisette Bertholle,0caff905-1e22-45a8-a063-29efe9a9154c
Kazue Kato,a3c777d3-8770-4244-9ba6-b8bfd34d706b
 John Werry,82e17794-d8e8-490b-8461-df4eddd259c9
Mohsin Hamid,1612b890-8677-404d-a0df-3e914f698b5a
Jennifer A. Nielsen,c3546692-a610-4a4f-9ad2-82f25f1d35e4
John Updike,a194b875-a514-48f5-bb02-f267a7b367a7
Daniel Todd Gilbert,dcde30d1-ecad-4100-bc47-25fc2ad4d886
T.S. Eliot,201bfdaa-a56c-44c4-982b-088362570dfa
Else Holmelund Minarik,6459a1ae-a9da-4c93-8daa-2e9d41963bf9
 Maurice Sendak,4cf64032-4653-4118-aa90-56e2c0e9e3d1
 Tony DiTerlizzi,838620c0-6734-445f-9210-4de08ffdc0f4
David Platt,0a28c55c-22b1-4588-b566-dfc1589e726f
Robert Greene,581bdb4c-c915-45f8-bba4-ebbc98d5d2d2
 Joost Elffers,c76163d5-591f-4a14-a227-556ecacc64d4
Jean Craighead George,e3dc4248-9d8a-4063-aafa-2d8c8d82a7f0
Susanna Kearsley,6fb4b0ab-cbb9-40fc-bc3c-18a4c292acd6
 Rosalyn Landor,73e17163-7710-4dbd-8ebb-20bb2ed6c47d
Peter Lerangis,0e2f082d-5831-40b2-a120-2094767c6943
Hubert Selby Jr.,fb7ee435-daef-416f-8cb1-6a9a8c98ee17
 Darren Aronofsky,2f17956a-33eb-4273-803d-d64f92177436
 Richard Price,7169ed09-f866-4d7f-a3ea-b9e68e15ab24
Erin Hunter,e46a5e0f-be6a-49fc-9f3e-3df3b803fd05
Dee Brown,9b6d03c5-7e12-402e-ad63-1bacf23b4f65
Władysław Szpilman,f11090cf-72bd-4e41-b90e-d5ce03edc459
Maya Banks,3f52cd3f-1675-4580-9bf6-1c0aec191267
Ian Edginton,b1cd9a63-939a-496b-a17e-069ae0082b71
 Oscar Wilde,d300eac4-e4d9-4ba4-b5ea-5733062dcb93
 I.N.J. Culbard,d01bc2e3-757d-4384-9151-be0697dfec63
Robert McCammon,854d297d-2c96-4648-b7e5-928493eb7e87
China Miéville,cddd1736-80b8-456a-8acd-1ca825a74cf0
Carrie Jones,6b87372f-29f9-40e4-a317-8c9d208f562f
Geoffrey Crayon,9ea86236-d7a5-49ac-a141-d99c83e7b914
 William L. Hedges,e9127ba4-4db9-463b-b3c6-cb02aea2b867
David Wilkerson,49d932a3-42b7-4be0-a2b3-49154a026829
Cynthia Lord,b3387a28-cd13-4a5c-8a45-c678fd91b256
Karen Russell,02785850-babd-40cd-a446-50819039d6d7
Mark Kurlansky,4dbc1524-6956-4ba0-bdf7-4d71c3b73688
 Μαρία Λαϊνά,6e4b3a95-b974-40b7-8843-6c623733beeb
 Ignes Sodre,837f5f4c-f8e2-48a8-a456-43620f5f576d
Og Mandino,dc10af0d-2fc4-444e-840b-c3bcf0f44ae0
Ian Fleming,0fdd9323-47dc-43f1-863a-a7322143e659
Paullina Simons,5ab96020-bfba-4f0c-bc9e-11b234d99829
A.G. Riddle,3e15fa96-f60e-466a-ace7-35d8ad439da3
Julie James,c6432c9a-54ae-41db-bf12-fc62b2c508c8
 Andy Kubert,88f05bf6-de59-49b9-9721-beb55395c72a
 Peter Sanderson,7ff3b350-ec70-4478-95c5-f940d59442be
Peter Heller,ffaf261f-fa07-430e-b57d-f67dad0ee9bc
 村上 春樹,1f985003-1873-4e94-a3b6-5d2829d12a42
Sheila Burnford,e6c33e5f-07fd-4fe5-883d-e47e20f8fc8a
 Frank Quitely,578a01e5-da47-4a7a-9965-892cee4284d0
Fiona Barton,f8c4d107-63dc-429e-aacd-7080e833398e
Patrick Carman,0d23d893-f4fe-4e06-8fca-6ae9f9317e8e
Marie Rutkoski,9dd07d42-10fd-46f1-8b95-0d45dcd2c37a
Sapphire,96dbbda1-5ade-454d-8949-f8480adb610c
Atsushi Ohkubo,8c5c7ec5-88f3-4458-8041-e81a16aeb98a
William Kent Krueger,38331518-0eb7-466f-a949-0b748bd7bb34
Gene Luen Yang,3f91a08a-5562-40db-be01-bf2d1315771d
Eugene Bradley Coco,4ba38af5-d1df-4d0d-bfd1-f5dda77c108c
 Ron Dias,dda853e7-8a30-430f-ac50-82e61ad4ff69
 Walt Disney Company,9b38b09a-469a-496f-93fb-73d8f307d607
K.A. Tucker,72c3f4d4-dc49-4db0-92c4-76085c4c3d63
Christopher Marlowe,d617db1b-9268-4d81-93f1-329fc5b45007
Anthony Robbins,6edd9f67-b9ed-45a3-8128-1d98b35c8ef3
 Tony Robbins,bb4d440c-71b6-483f-af47-fec44bb702d9
 Frederick L. Covan,7b2f3b63-350a-4ab7-8986-ca91ba8292af
Diane Chamberlain,f82bd038-1a9a-445c-abc9-4eac3ddfe59a
Octavia E. Butler,86a2367b-9892-4ee9-ae2b-3a59b9189005
Henry Cloud,974cfe8b-fbd2-4173-b119-489828883a7b
 John Townsend,db945bbf-aa26-4dc0-a97d-bffd3d6fc527
 Luca Marinelli,abe66dac-afe7-49ac-8757-173a218ce7cf
John C. Maxwell,7b9be4e3-c9a4-4d36-af2a-a4b6d780e10f
 Zig Ziglar,f51939fb-b963-4520-bce9-16cd4e4f1a93
